date,mkd_id,district,mkd_lat,mkd_lon,geo_key,avg_temp_c,min_temp_c,max_temp_c,heating_degree_days,precipitation_mm,relative_humidity,cloudiness_hours,wind_speed_ms,wind_load_subzero,operational_period
2024-02-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-13.15,-18.25,-8.24,31.15,0.98,80.4,9.9,4.38,57.635,Отопительный сезон
2024-02-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-14.19,-17.83,-10.52,32.19,0.19,86.2,16.1,4.13,58.655,Отопительный сезон
2024-02-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.06,-15.31,-7.72,28.06,1.53,76.7,10.9,6.07,61.081,Отопительный сезон
2024-02-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-12.73,-15.94,-10.29,30.73,0.46,92.7,8.8,6.51,82.915,Отопительный сезон
2024-02-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.79,-14.46,-6.18,27.79,2.03,82.0,11.4,2.84,27.803,Отопительный сезон
2024-02-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.14,-13.65,-3.16,26.14,1.91,78.8,12.0,5.11,41.586,Отопительный сезон
2024-02-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-11.05,-16.12,-7.35,29.05,1.69,84.8,20.1,6.29,69.507,Отопительный сезон
2024-02-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-12.53,-15.09,-8.07,30.53,0.65,70.8,14.5,3.84,48.134,Отопительный сезон
2024-02-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.2,-12.99,-6.82,28.2,0.81,75.5,14.4,5.97,60.942,Отопительный сезон
2024-02-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.61,-12.31,-7.51,27.61,1.02,85.0,2.7,3.64,34.993,Отопительный сезон
2024-02-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-11.09,-13.62,-6.51,29.09,2.82,72.4,8.2,4.93,54.681,Отопительный сезон
2024-02-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.62,-13.53,-8.55,28.62,2.68,80.7,14.0,3.84,40.794,Отопительный сезон
2024-02-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.59,-14.3,-3.9,26.59,0.48,82.4,11.6,4.6,39.495,Отопительный сезон
2024-02-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.64,-11.15,-5.02,26.64,1.23,74.7,6.6,3.79,32.789,Отопительный сезон
2024-02-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.42,-15.6,-6.22,27.42,1.41,73.6,12.4,5.7,53.698,Отопительный сезон
2024-02-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-11.72,-16.7,-7.47,29.72,0.31,73.9,7.1,4.56,53.383,Отопительный сезон
2024-02-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.44,-13.73,-7.62,28.44,1.0,72.0,14.6,5.26,54.891,Отопительный сезон
2024-02-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.39,-12.1,-4.52,27.39,0.23,88.8,15.2,6.7,62.89,Отопительный сезон
2024-02-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.54,-14.58,-8.23,28.54,0.08,86.5,12.2,5.51,58.079,Отопительный сезон
2024-02-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-11.07,-14.53,-8.08,29.07,1.5,76.2,8.6,2.87,31.706,Отопительный сезон
2024-02-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-11.23,-16.31,-7.69,29.23,1.93,71.8,8.5,3.82,42.923,Отопительный сезон
2024-02-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.95,-15.88,-6.32,28.95,1.79,73.4,5.7,6.33,69.302,Отопительный сезон
2024-03-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.93,-16.19,-6.65,28.93,0.64,81.3,8.0,4.97,54.295,Отопительный сезон
2024-03-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.52,-15.83,-8.12,28.52,0.96,75.5,8.9,4.44,46.683,Отопительный сезон
2024-03-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.04,-14.18,-3.84,26.04,0.26,93.0,14.8,3.97,31.967,Отопительный сезон
2024-03-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.88,-14.79,-7.61,28.88,2.69,59.0,12.5,5.57,60.586,Отопительный сезон
2024-03-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.26,-14.51,-4.08,26.26,2.18,70.1,10.3,4.37,36.081,Отопительный сезон
2024-03-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.88,-14.31,-6.44,26.88,1.73,75.0,12.3,4.22,37.469,Отопительный сезон
2024-03-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.2,-13.99,-7.04,27.2,1.36,83.3,12.1,3.8,34.98,Отопительный сезон
2024-03-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-10.56,-13.18,-6.57,28.56,1.82,97.0,9.6,4.29,45.3,Отопительный сезон
2024-03-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.91,-14.84,-5.81,27.91,0.18,78.1,5.7,2.01,19.95,Отопительный сезон
2024-03-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.17,-8.95,-1.42,24.17,2.08,77.8,11.7,6.72,41.427,Отопительный сезон
2024-03-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.88,-13.32,-5.51,26.88,0.22,73.1,4.5,2.66,23.649,Отопительный сезон
2024-03-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.12,-13.29,-5.64,26.12,0.15,79.7,7.1,3.45,28.026,Отопительный сезон
2024-03-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.83,-13.67,-4.45,25.83,0.59,80.3,6.1,2.51,19.624,Отопительный сезон
2024-03-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.13,-11.24,-4.23,25.13,1.53,83.2,11.0,4.67,33.311,Отопительный сезон
2024-03-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.97,-11.84,-4.57,26.97,2.55,70.0,10.7,4.46,39.952,Отопительный сезон
2024-03-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.41,-14.4,-6.11,27.41,0.16,74.8,13.2,5.18,48.807,Отопительный сезон
2024-03-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.48,-13.6,-3.68,26.48,0.01,81.9,14.1,3.48,29.507,Отопительный сезон
2024-03-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.67,-13.36,-5.23,26.67,0.6,82.0,7.0,6.11,52.923,Отопительный сезон
2024-03-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.97,-12.71,-2.43,24.97,1.06,86.3,10.8,3.88,27.042,Отопительный сезон
2024-03-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.76,-11.94,-5.02,25.76,0.22,83.7,9.6,2.95,22.91,Отопительный сезон
2024-03-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.57,-11.48,-2.8,25.57,0.39,74.7,8.6,5.36,40.578,Отопительный сезон
2024-03-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.59,-10.89,-4.9,25.59,0.62,76.2,12.6,5.18,39.297,Отопительный сезон
2024-03-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.84,-12.3,-1.53,23.84,1.09,75.5,12.2,5.78,33.778,Отопительный сезон
2024-03-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.37,-13.11,-5.0,26.37,0.28,77.3,12.8,5.5,46.053,Отопительный сезон
2024-03-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.15,-12.53,-3.25,26.15,0.15,73.8,11.6,3.96,32.247,Отопительный сезон
2024-03-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.98,-8.57,-2.94,23.98,0.3,77.6,12.6,5.38,32.201,Отопительный сезон
2024-03-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.34,-12.3,-3.15,25.34,0.49,92.0,8.1,3.21,23.531,Отопительный сезон
2024-03-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.51,-9.95,-3.6,24.51,2.73,79.5,12.0,2.82,18.371,Отопительный сезон
2024-03-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.01,-11.29,-3.41,26.01,0.14,80.8,12.8,6.68,53.564,Отопительный сезон
2024-03-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.75,-10.54,-4.32,24.75,3.16,92.8,13.4,2.63,17.743,Отопительный сезон
2024-03-31,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.01,-11.32,-3.55,24.01,1.5,81.8,13.5,7.2,43.234,Отопительный сезон
2024-04-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.51,-14.4,-3.66,26.51,0.28,85.1,13.9,5.23,44.48,Отопительный сезон
2024-04-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.43,-10.97,-3.01,25.43,0.58,83.1,14.6,3.88,28.848,Отопительный сезон
2024-04-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.61,-11.27,-3.53,23.61,1.73,79.8,15.0,2.34,13.156,Отопительный сезон
2024-04-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.73,-7.61,2.14,20.73,1.57,72.0,7.8,4.6,12.571,Отопительный сезон
2024-04-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.27,-10.4,-2.78,23.27,1.27,73.4,10.6,3.69,19.466,Отопительный сезон
2024-04-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.91,-9.94,-3.28,23.91,0.9,86.5,10.9,2.86,16.9,Отопительный сезон
2024-04-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.95,-9.58,-3.63,24.95,0.33,76.7,9.6,4.6,31.952,Отопительный сезон
2024-04-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.95,-10.39,-2.59,22.95,0.96,81.3,15.3,3.34,16.522,Отопительный сезон
2024-04-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-9.15,-14.59,-5.88,27.15,2.81,79.4,12.4,2.43,22.248,Отопительный сезон
2024-04-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.33,-10.08,-0.71,23.33,0.44,80.5,13.4,2.76,14.707,Отопительный сезон
2024-04-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.6,-11.15,-2.27,23.6,0.52,76.7,16.0,3.92,21.939,Отопительный сезон
2024-04-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.74,-11.36,-2.87,23.74,2.32,86.6,13.2,4.53,25.969,Отопительный сезон
2024-04-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.33,-7.81,1.12,19.33,0.77,69.3,7.3,2.93,3.895,Отопительный сезон
2024-04-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-8.37,-11.42,-3.75,26.37,0.48,79.9,9.8,2.59,21.684,Отопительный сезон
2024-04-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.55,-8.54,-0.55,22.55,1.97,78.5,9.1,5.21,23.69,Отопительный сезон
2024-04-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.26,-9.78,-1.47,22.26,0.77,91.8,9.1,6.18,26.328,Отопительный сезон
2024-04-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.51,-9.03,0.86,21.51,1.19,73.0,8.4,3.43,12.034,Отопительный сезон
2024-04-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.46,-10.65,-4.39,24.46,0.96,85.8,7.5,5.92,38.26,Отопительный сезон
2024-04-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.61,-9.69,-1.88,22.61,0.1,70.3,10.0,3.37,15.553,Отопительный сезон
2024-04-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-6.0,-9.04,-2.09,24.0,1.1,69.6,4.9,6.83,40.993,Отопительный сезон
2024-04-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.8,-10.15,-0.78,21.8,0.7,78.9,7.9,4.08,15.501,Отопительный сезон
2024-04-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.16,-7.31,1.36,21.16,2.27,75.7,13.8,5.6,17.674,Отопительный сезон
2024-04-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.05,-8.62,1.58,21.05,2.06,88.0,7.9,3.51,10.698,Отопительный сезон
2024-04-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.44,-6.08,-0.78,21.44,0.24,87.4,12.9,5.19,17.844,Отопительный сезон
2024-04-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.71,-6.99,0.42,20.71,0.27,76.2,9.9,4.82,13.068,Отопительный сезон
2024-04-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.57,-7.56,0.85,20.57,0.62,78.7,8.5,3.82,9.818,Отопительный сезон
2024-04-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.07,-5.53,2.23,20.07,0.46,80.4,12.2,4.64,9.612,Отопительный сезон
2024-04-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.49,-8.76,-0.01,20.49,0.09,78.1,8.1,3.14,7.808,Отопительный сезон
2024-04-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.04,-8.67,-1.33,23.04,0.26,90.5,5.8,4.51,22.741,Отопительный сезон
2024-04-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.44,-8.32,-0.42,21.44,2.67,78.5,14.9,5.54,19.053,Отопительный сезон
2024-05-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.54,-5.46,2.14,19.54,0.16,78.3,10.9,3.16,4.878,Переходный период
2024-05-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.27,-9.71,0.08,21.27,1.83,86.5,11.9,6.02,19.682,Переходный период
2024-05-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.95,-6.36,1.34,20.95,0.86,81.2,16.0,2.24,6.614,Переходный период
2024-05-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.43,-7.21,2.51,19.43,0.48,70.6,11.9,4.97,7.086,Переходный период
2024-05-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.51,-4.94,1.6,19.51,0.39,94.6,9.7,5.05,7.631,Переходный период
2024-05-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.05,-5.86,3.47,17.95,0.94,75.4,4.4,4.49,0.0,Переходный период
2024-05-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.37,-6.41,4.14,18.37,0.88,83.1,8.6,6.47,2.365,Переходный период
2024-05-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.63,-5.64,2.71,19.63,0.63,66.4,4.1,4.74,7.74,Переходный период
2024-05-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.66,-6.48,1.69,18.66,0.6,78.5,8.2,4.29,2.813,Переходный период
2024-05-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.96,-9.38,-1.29,22.96,1.48,78.7,10.9,4.48,22.241,Переходный период
2024-05-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.72,-5.82,2.02,19.72,0.93,77.7,10.1,6.32,10.857,Переходный период
2024-05-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.59,-4.47,3.42,18.59,0.39,79.7,9.9,2.89,1.707,Переходный период
2024-05-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.8,-8.27,-0.3,21.8,1.32,82.8,7.7,3.87,14.712,Переходный период
2024-05-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.55,-5.49,2.81,18.55,0.3,70.0,9.0,3.78,2.078,Переходный период
2024-05-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.46,-2.82,3.32,17.54,0.4,82.3,11.9,3.41,0.0,Переходный период
2024-05-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.79,-2.73,6.63,16.21,0.79,76.8,6.0,1.94,0.0,Переходный период
2024-05-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.99,-2.5,5.39,17.01,0.24,63.3,9.0,2.68,0.0,Переходный период
2024-05-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.36,-2.89,6.72,14.64,1.39,69.4,10.4,3.48,0.0,Переходный период
2024-05-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.97,-3.28,7.8,15.03,0.25,70.6,8.4,4.28,0.0,Переходный период
2024-05-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.63,-5.54,1.82,19.63,2.5,81.1,8.5,3.98,6.479,Переходный период
2024-05-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.63,-3.83,4.18,17.37,2.63,61.7,13.5,5.16,0.0,Переходный период
2024-05-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.88,-5.36,3.79,17.12,0.93,49.5,8.6,2.52,0.0,Переходный период
2024-05-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.4,-4.97,3.88,16.6,0.06,60.5,9.2,5.28,0.0,Переходный период
2024-05-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.54,-3.13,5.21,17.46,2.8,63.5,13.4,4.59,0.0,Переходный период
2024-05-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.46,-2.61,6.35,15.54,0.98,70.3,13.6,3.04,0.0,Переходный период
2024-05-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.8,-3.47,7.27,15.2,0.39,73.2,9.6,3.62,0.0,Переходный период
2024-05-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.46,-3.55,3.69,18.46,0.36,75.4,8.2,4.76,2.209,Переходный период
2024-05-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.38,-0.95,7.37,14.62,0.32,68.9,9.2,5.28,0.0,Переходный период
2024-05-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.13,-5.15,4.15,16.87,1.33,60.4,10.4,1.96,0.0,Переходный период
2024-05-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.82,-2.14,8.72,14.18,1.52,68.6,11.3,4.74,0.0,Переходный период
2024-05-31,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.21,-3.05,5.9,14.79,0.56,66.2,14.1,2.58,0.0,Переходный период
2024-06-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.3,-1.91,5.94,15.7,4.11,66.4,4.8,1.39,0.0,Летний режим
2024-06-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.61,1.14,7.78,12.39,0.15,72.7,2.5,1.25,0.0,Летний режим
2024-06-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.1,-2.08,8.91,13.9,0.58,70.3,9.6,3.91,0.0,Летний режим
2024-06-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.94,-1.97,7.21,15.06,1.35,75.8,10.0,3.5,0.0,Летний режим
2024-06-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.39,0.56,5.96,14.61,1.97,63.0,6.5,4.3,0.0,Летний режим
2024-06-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.77,1.02,10.13,11.23,1.26,78.8,7.9,5.74,0.0,Летний режим
2024-06-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.39,2.42,8.6,12.61,1.13,68.5,7.3,2.88,0.0,Летний режим
2024-06-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.82,1.91,9.13,13.18,4.32,63.8,7.0,2.77,0.0,Летний режим
